,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
914,5,2,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,2,3,1,0
3452,5,0,3,0,1,1,1,1,5,0,1,2,2,7,7,0,2,1,4,3,4,0,1
3695,2,3,4,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,5,0,0
4242,5,0,9,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,5,0,1
3156,5,2,8,0,1,1,1,1,2,0,1,2,2,7,7,0,2,1,4,3,3,0,1
2198,5,0,3,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0,0
774,2,0,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,0,1,0
4425,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,4,0,1
6150,5,2,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
6097,2,2,4,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,4,1
943,5,0,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,3,1,0
822,0,2,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3,0
5005,2,3,7,0,5,1,0,1,9,0,0,2,0,7,7,0,2,1,1,1,5,0,0
4277,2,0,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,5,4,1
164,5,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,3,3,1,0
5619,2,3,0,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6,0
4547,2,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,1,1
3983,5,3,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,4,1
2538,5,0,2,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,4,0,0
7741,5,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,8,1,2,0
1311,2,2,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,3,0,1,0
5207,2,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,4,1,1
7386,3,3,4,0,4,1,0,0,11,0,2,1,3,1,1,0,2,0,3,7,1,0,1
5383,2,2,0,1,2,1,0,0,10,1,1,0,2,7,7,0,2,1,4,1,4,5,1
6769,2,2,4,0,2,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,0,1
7534,3,2,3,0,5,1,1,0,2,0,0,2,1,7,7,0,2,2,4,7,3,1,0
3300,5,0,3,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1,1
3310,2,3,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,4,0,0
327,5,3,4,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,3,4,5,1
5886,5,3,0,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0
2490,5,3,3,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0,0
7642,3,0,3,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,2,1,0
6103,5,3,2,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
5954,2,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,4,1
7610,0,2,8,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,2,1,0
4408,2,3,3,0,2,1,0,0,2,0,1,1,1,4,0,0,2,1,2,1,5,1,1
832,5,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,2,5,1,0
3079,2,3,3,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,4,0,0
3462,2,3,2,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,5,0,0
5297,5,3,4,0,7,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,2,1
7120,5,2,4,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
54,5,2,8,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5,1
6230,5,3,2,0,8,1,0,1,0,1,0,2,2,6,7,0,2,1,0,7,4,0,1
4064,5,0,9,0,2,1,0,0,7,0,1,1,1,0,4,0,2,1,2,1,5,1,1
3451,5,0,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,5,1,1
6305,5,2,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
1901,5,2,8,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1,0
1481,5,2,4,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,3,1,0
4873,2,3,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,1,1
4895,5,0,9,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,5,4,1
4150,2,3,2,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,5,0,0
3335,2,3,4,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0,0
6016,2,3,4,0,8,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,4,1
4926,3,2,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0
946,2,0,8,0,5,1,1,0,5,1,3,0,0,7,7,0,2,1,0,2,3,1,0
5797,2,3,9,0,2,1,0,0,7,0,1,1,1,4,6,0,2,1,2,1,4,1,1
3293,2,0,2,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0,0
2161,5,0,2,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,5,0,0
7857,3,2,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,4,1
5083,5,3,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,1,1
8021,2,2,4,0,8,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,2,1
3057,5,2,3,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,3,3,0,1
5490,5,2,0,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,1,1
768,0,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,3,3,0
7637,3,2,4,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,0,1
3495,2,3,4,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,4,0,0
285,2,3,4,1,0,1,0,0,5,0,4,2,3,7,7,0,2,1,4,2,3,1,0
8024,3,3,4,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
4524,2,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,4,4,1
7226,5,2,3,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,3,1,0
2332,2,0,4,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,2,5,0,0
2717,2,0,2,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,3,4,0,0
2079,5,3,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,3,5,0,0
3389,5,3,3,0,2,1,0,0,2,0,1,1,1,6,6,0,2,1,2,1,5,0,1
722,2,2,9,1,3,1,1,1,10,1,1,2,2,7,7,0,2,1,4,3,4,0,0
951,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,1,0
7546,3,2,2,0,7,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
2262,2,0,4,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,2,5,0,0
989,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1,0
3212,2,3,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0,0
1759,5,2,3,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,3,1,0
6667,5,2,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
4422,5,3,9,0,2,1,0,0,3,0,1,1,1,6,4,0,2,1,2,1,5,1,1
5479,3,3,5,1,5,1,0,0,10,0,0,2,2,2,2,0,2,2,0,7,1,6,0
1724,0,3,9,1,0,1,0,0,2,0,2,2,2,7,7,0,2,1,4,3,2,3,0
5182,2,3,9,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,0,1
341,0,3,8,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1,0
3701,5,3,3,0,2,1,0,0,7,0,1,1,1,0,0,0,2,1,2,1,5,1,1
4243,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,0,1
688,5,3,9,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,3,0
3432,5,0,3,0,2,1,0,0,2,0,1,1,1,4,4,0,2,1,2,1,4,4,1
5203,5,3,9,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,4,0,1
4944,2,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,4,1,1
966,2,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,2,3,1,1
7668,3,3,4,0,7,1,0,1,0,1,0,1,2,6,7,0,2,1,0,7,4,4,1
7341,3,3,4,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
2203,2,0,3,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0,0
2713,5,0,2,1,5,1,0,0,9,1,1,2,2,7,6,0,2,1,4,2,5,0,0
4757,2,3,3,0,2,1,0,0,2,0,1,1,1,0,0,0,2,1,2,1,4,0,1
5098,3,3,5,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0
7157,5,2,4,0,8,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
7430,3,2,2,0,2,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
7160,2,2,2,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,0,1
5280,3,3,5,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0
5975,5,2,0,1,2,1,0,0,10,1,1,2,2,7,7,0,2,1,4,1,4,5,1
3572,5,0,9,0,2,1,0,0,2,0,1,1,1,6,4,0,2,1,2,1,5,4,1
4805,2,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0,1
5299,5,0,1,0,5,1,1,1,10,0,1,2,2,7,4,0,2,1,0,7,4,2,0
1990,2,3,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,4,1,1
4120,5,3,3,0,2,1,0,0,7,0,1,1,1,4,0,0,2,1,2,1,4,4,1
4759,5,3,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,0,1
6660,0,0,3,0,5,1,1,0,7,0,0,2,1,7,7,0,2,2,4,7,3,1,0
5298,2,2,8,1,2,1,0,0,7,1,1,2,2,7,7,0,2,1,4,1,3,1,1
7191,2,2,2,0,8,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
4971,2,0,3,0,2,1,0,0,7,0,1,1,1,6,6,0,2,1,2,1,5,0,1
7695,3,3,2,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,0,1
5034,5,3,3,0,2,1,0,0,3,0,1,1,1,4,0,0,2,1,2,1,5,0,1
3600,2,0,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,5,0,0
6490,2,3,4,0,7,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,2,1
7412,3,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,1,1,4,3,1,2,0
8084,0,0,3,0,5,1,1,0,7,0,0,1,1,7,7,0,2,2,4,7,3,1,0
6691,5,2,4,0,7,1,0,1,0,1,0,2,2,7,7,0,2,1,0,7,4,2,1
385,5,2,4,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,5,1
7090,2,2,4,0,5,0,0,0,5,0,0,2,2,5,5,0,0,1,4,3,4,2,0
7414,5,2,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
536,0,3,8,1,0,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,3,3,0
6387,5,3,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,4,1
7578,3,2,2,0,8,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
5032,5,3,3,0,2,1,0,0,7,0,1,1,1,6,0,0,2,1,2,1,4,0,1
4212,2,0,9,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,1,1
6456,2,3,4,0,7,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,2,1
3507,5,0,3,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,2,4,0,0
201,0,2,8,1,3,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,3,1,0
1332,2,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,1,1
3502,2,0,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,2,5,0,0
2708,5,3,4,1,5,1,0,0,5,1,1,2,2,6,3,0,2,1,4,2,5,0,0
6030,2,2,4,0,7,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1
5031,2,0,9,0,2,1,0,0,2,0,1,1,1,0,4,0,2,1,2,1,5,0,1
6514,5,2,4,0,8,1,0,1,0,1,0,2,1,7,7,0,2,1,0,7,4,0,1
4662,2,3,2,1,5,1,0,0,10,0,0,2,2,7,7,0,2,2,0,7,1,6,0
4021,2,0,9,0,2,1,0,0,3,0,1,1,1,6,6,0,2,1,2,1,5,0,1
1854,5,0,3,1,5,1,0,0,9,1,1,2,2,7,7,0,2,1,4,2,5,0,0
7261,3,3,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
2872,5,3,4,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,3,5,0,0
3030,2,3,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,2,4,0,0
1205,2,2,4,0,5,1,1,0,3,1,3,2,2,7,7,0,2,1,0,3,0,1,0
6563,5,2,4,0,8,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
1645,5,0,8,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1,0
3417,5,0,3,0,2,1,0,0,2,0,1,1,1,4,6,0,2,1,2,1,5,1,1
3476,2,0,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,5,0,0
6831,2,2,4,0,7,1,0,1,0,1,0,2,2,7,6,0,2,1,0,7,4,4,1
2861,2,3,4,1,5,1,0,0,10,1,1,2,2,6,6,0,2,1,4,2,4,0,0
1792,5,0,4,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,3,0,1,0
5526,0,3,0,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,3,1
3797,2,3,2,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,3,5,0,0
3368,2,0,2,1,5,1,0,0,7,1,1,2,2,3,6,0,2,1,4,3,5,0,0
3367,2,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,4,0,0
3533,5,3,3,0,2,1,0,0,7,0,1,1,1,0,6,0,2,1,2,1,4,0,1
7127,2,3,2,0,2,1,0,1,0,1,0,2,1,6,6,0,2,1,0,7,4,2,1
5109,2,3,1,0,5,1,1,1,10,0,1,0,2,7,4,0,2,1,0,7,4,2,0
6024,2,3,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
3449,2,3,3,1,5,1,0,0,7,1,1,2,2,6,6,0,2,1,4,2,5,0,0
603,2,3,4,1,3,1,0,0,5,0,4,2,3,7,7,0,2,1,4,3,3,4,0
3056,2,3,4,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,2,4,0,0
7069,2,3,4,0,8,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
126,0,2,9,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1,0
7964,5,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,0,1,4,8,4,2,0
3876,5,0,5,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,3,0,1
2935,2,3,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,4,0,0
5443,5,3,5,1,5,1,0,0,1,0,0,2,2,2,2,0,2,2,0,7,1,6,0
4451,2,3,4,1,5,1,0,0,5,1,1,2,2,3,3,0,2,1,4,3,4,0,0
3531,5,2,8,0,1,1,1,1,7,0,1,2,2,7,7,0,2,1,4,3,4,0,1
2730,5,2,3,0,5,1,1,0,3,1,3,0,2,7,7,0,2,1,0,2,3,1,0
827,2,0,8,1,0,1,1,1,10,1,1,2,2,7,7,0,2,1,4,6,4,0,0
1639,5,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1,0
984,5,2,8,1,6,1,0,1,5,0,3,2,2,7,7,0,2,1,4,2,3,5,1
3281,5,0,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1
8072,3,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,4,1
2188,5,0,3,1,5,1,0,0,10,1,1,2,2,3,6,0,2,1,4,2,4,0,0
7482,3,2,4,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
2443,5,0,3,0,2,1,0,0,3,0,1,1,1,0,0,0,2,1,2,1,5,1,1
362,2,2,4,0,5,1,1,0,4,1,3,0,2,7,7,0,2,1,0,2,0,1,0
2349,2,0,4,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,5,0,0
345,5,0,4,0,5,1,1,0,5,1,3,2,0,7,7,0,2,1,0,3,0,1,0
814,5,2,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,2,4,5,1
6166,5,2,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
4807,2,3,3,0,2,1,0,0,7,0,1,1,1,4,4,0,2,1,2,1,4,4,1
3205,5,0,3,0,2,1,0,0,2,0,1,1,1,0,6,0,2,1,2,1,5,1,1
6743,2,2,2,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
7779,3,2,4,0,5,1,0,0,10,0,1,3,3,4,4,0,2,2,4,7,5,0,0
5961,5,3,4,1,5,1,0,0,10,0,0,2,2,2,7,0,2,2,0,7,1,6,0
3325,2,3,2,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,4,0,0
4106,0,2,0,1,5,1,0,0,2,0,1,2,2,7,7,0,2,2,4,5,4,3,1
7268,5,3,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
2116,5,3,2,1,5,1,0,0,10,1,1,2,2,7,3,0,2,1,4,2,5,0,0
1834,5,0,4,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,4,0,0
793,5,2,9,1,0,1,0,0,5,0,2,2,2,7,7,0,2,1,4,3,2,1,0
8035,0,0,8,0,5,1,1,0,7,0,0,1,2,7,7,0,2,2,4,7,2,1,0
2674,2,0,4,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,2,4,0,0
94,5,2,4,0,5,1,1,0,5,1,3,2,2,7,7,0,2,1,0,3,0,1,0
4225,2,0,9,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,0,1
3756,2,3,3,1,5,1,0,0,5,1,1,2,2,7,6,0,2,1,4,3,4,0,0
2891,5,3,2,1,5,1,0,0,9,1,1,2,2,7,3,0,2,1,4,2,5,0,0
2371,5,0,2,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,3,5,0,0
7003,5,2,8,0,5,1,1,0,10,0,0,1,1,7,7,0,2,2,4,7,3,1,0
6722,5,2,4,0,7,1,0,1,0,1,0,1,2,7,7,0,2,1,0,7,4,2,1
7201,3,2,4,0,2,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,0,1
3228,2,0,3,1,5,1,0,0,9,1,1,2,2,6,3,0,2,1,4,2,4,0,0
6158,5,3,2,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
6359,2,2,4,0,2,1,0,1,0,1,0,1,1,7,6,0,2,1,0,7,4,4,1
5996,3,3,0,1,5,1,0,0,1,0,0,2,2,7,7,0,2,2,0,7,1,6,0
7505,3,2,4,0,8,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
7320,2,2,4,0,2,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,4,1
6028,2,3,2,0,7,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,0,1
2853,2,0,3,1,5,1,0,0,5,1,1,2,2,3,6,0,2,1,4,3,4,0,0
7550,0,2,8,0,5,1,1,0,2,0,0,1,2,7,7,0,2,2,4,7,3,1,0
2912,5,0,3,1,5,1,0,0,7,1,1,2,2,3,7,0,2,1,4,3,4,0,0
1865,5,3,2,1,5,1,0,0,10,1,1,2,2,6,3,0,2,1,4,3,5,0,0
5754,5,3,4,1,5,1,0,0,10,0,0,2,2,7,2,0,2,2,0,7,1,6,0
4612,5,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,1,1
1857,5,0,2,1,5,1,0,0,10,1,1,2,2,3,3,0,2,1,4,3,4,0,0
2645,5,0,3,1,5,1,0,0,9,1,1,2,2,3,7,0,2,1,4,3,5,0,0
2243,5,0,2,1,5,1,0,0,5,1,1,2,2,6,7,0,2,1,4,3,5,0,0
5373,5,2,8,1,2,1,0,0,7,1,1,0,2,7,7,0,2,1,4,1,3,1,1
2336,5,0,3,1,5,1,0,0,7,1,1,2,2,7,6,0,2,1,4,3,4,0,0
950,5,3,8,1,6,1,0,1,10,0,3,2,2,7,7,0,2,1,4,3,3,5,1
3068,5,2,8,0,1,1,0,1,7,0,1,2,2,7,7,0,2,1,4,3,3,0,1
1120,5,0,8,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,2,3,1,0
2597,5,0,3,1,5,1,0,0,5,1,1,2,2,7,3,0,2,1,4,3,5,0,0
2204,5,3,3,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,2,5,0,0
419,2,0,3,0,5,1,1,0,3,1,3,0,0,7,7,0,2,1,0,3,0,1,0
922,5,3,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,2,1,0
1254,2,3,4,1,6,1,0,1,4,0,3,2,2,7,7,0,2,1,4,3,3,1,1
477,0,3,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,3,2,1,0
2035,5,2,3,0,5,1,1,0,7,1,3,2,2,7,7,0,2,1,0,3,0,1,0
8102,5,2,4,0,5,0,0,0,11,0,0,2,2,5,5,0,0,1,4,3,1,2,0
5788,2,2,0,1,5,1,0,0,10,0,1,2,2,7,7,0,2,2,4,5,4,1,1
5742,2,2,3,1,2,1,0,0,7,1,1,2,0,7,7,0,2,1,4,1,3,1,1
5567,2,0,9,0,2,1,0,0,3,0,1,1,1,0,6,0,2,1,2,1,4,4,1
6697,2,3,4,0,2,1,0,1,0,1,0,1,1,7,7,0,2,1,0,7,4,0,1
1202,0,2,8,1,0,1,0,0,10,0,2,2,2,7,7,0,2,1,4,2,2,1,0
6534,5,2,4,0,7,1,0,1,0,1,0,2,2,6,6,0,2,1,0,7,4,2,1
2626,5,3,4,1,5,1,0,0,7,1,1,2,2,7,7,0,2,1,4,3,4,0,0
5765,2,2,8,1,2,1,0,0,3,1,1,0,2,7,7,0,2,1,4,1,3,1,1
7812,3,3,4,0,7,1,0,1,0,1,0,2,1,7,6,0,2,1,0,7,4,2,1
1970,5,0,4,0,5,1,1,0,4,1,3,0,0,7,7,0,2,1,0,2,0,1,0
3110,5,0,3,0,1,1,0,1,9,0,1,2,2,7,7,0,2,1,4,2,4,0,1
4018,5,0,3,1,5,1,0,0,9,1,1,2,2,3,3,0,2,1,4,3,4,0,0
2151,2,0,4,1,5,1,0,0,7,1,1,2,2,3,3,0,2,1,4,2,5,0,0
3687,5,0,8,0,1,1,0,1,5,0,1,2,2,7,7,0,2,1,4,3,3,0,1
4916,5,3,9,0,2,1,0,0,3,0,1,1,1,4,4,0,2,1,2,1,5,0,1
1997,2,0,4,0,5,1,1,0,7,1,3,2,0,7,7,0,2,1,0,2,0,1,0
4033,2,0,2,1,5,1,0,0,10,1,1,2,2,7,6,0,2,1,4,2,4,0,0
7959,3,3,2,0,2,1,0,1,0,1,0,1,2,7,6,0,2,1,0,7,4,2,1
3054,2,3,3,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,5,0,0
1248,2,0,3,0,5,1,1,0,5,1,3,0,2,7,7,0,2,1,0,2,0,1,0
2192,5,2,3,0,5,1,1,0,4,1,3,2,2,7,7,0,2,1,0,3,3,1,0
2712,5,0,2,1,5,1,0,0,9,1,1,2,2,3,6,0,2,1,4,3,5,0,0
992,5,2,4,0,5,1,1,0,7,1,3,0,2,7,7,0,2,1,0,3,3,1,0
2190,5,0,4,1,5,1,0,0,9,1,1,2,2,6,7,0,2,1,4,2,4,0,0
4670,2,0,9,0,2,1,0,0,7,0,1,1,1,6,4,0,2,1,2,1,5,1,1
5142,5,3,2,0,8,1,0,1,0,1,0,1,1,6,6,0,2,1,0,7,4,4,1
5984,2,2,3,1,2,1,0,0,3,1,1,2,0,7,7,0,2,1,4,1,3,1,1
6565,2,3,2,0,2,1,0,1,0,1,0,1,2,6,6,0,2,1,0,7,4,4,1
3762,2,3,2,1,5,1,0,0,5,1,1,2,2,3,7,0,2,1,4,3,5,0,0
3597,5,0,3,0,2,1,0,0,2,0,1,1,1,6,0,0,2,1,2,1,5,1,1
4711,5,3,3,0,2,1,0,0,3,0,1,1,1,6,0,0,2,1,2,1,5,1,1
1318,0,2,9,1,3,1,0,0,5,0,2,2,2,7,7,0,2,1,4,2,3,3,0
1863,5,0,3,1,5,1,0,0,10,1,1,2,2,6,7,0,2,1,4,3,5,0,0
2343,2,0,4,1,5,1,0,0,10,1,1,2,2,7,7,0,2,1,4,3,4,0,0
2449,2,0,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,2,5,0,0
2136,5,3,3,1,5,1,0,0,10,1,1,2,2,3,7,0,2,1,4,3,4,0,0
1065,2,0,9,1,3,1,1,1,7,1,1,2,2,7,7,0,2,1,4,6,4,0,0
5868,5,3,4,0,7,1,0,1,0,1,0,2,1,6,7,0,2,1,0,7,4,2,1
8056,0,2,4,0,5,0,0,0,6,0,0,2,2,5,5,0,1,1,4,8,4,2,0
4227,2,3,3,0,2,1,0,0,3,0,1,1,1,4,6,0,2,1,2,1,4,4,1
2621,5,3,2,1,5,1,0,0,5,1,1,2,2,6,6,0,2,1,4,3,4,0,0
77,2,3,4,1,3,1,0,0,7,0,4,2,3,7,7,0,2,1,4,3,5,4,0
2898,5,0,3,1,5,1,0,0,5,1,1,2,2,7,7,0,2,1,4,3,5,0,0
6148,5,2,4,0,7,1,0,1,0,1,0,1,1,6,7,0,2,1,0,7,4,4,1
4820,2,2,8,1,2,1,0,0,10,1,1,0,0,7,7,0,2,1,4,1,4,1,1
1314,0,3,9,1,3,1,0,0,4,0,2,2,2,7,7,0,2,1,4,2,2,1,0
5947,0,2,0,1,5,1,0,0,8,0,1,2,2,7,7,0,2,2,4,5,4,1,1
